country_id,gdp_per_capita,life_expectancy,child_mortality,health_expenditure_percent,education_index,unemployment_rate,internet_usage_percent,co2_emissions
1,20960.569836134793,83.19484349268802,13.068511826265777,7.7193834397236,0.8001376766240118,7.83788033459109,98.0,3.6362817693962395
2,13340.828385945784,79.39706946330215,1.707234514338769,1.0,0.907617086370309,3.0618637980721277,80.57641388130598,5.235115992946218
3,22772.262457208308,72.4770429593614,10.724249932484517,4.921110982642613,0.8909813885342164,6.976181163149082,96.08853772801322,3.6901443095245074
4,33276.3582768963,66.82450577835542,2.9413976219518125,6.903322017575226,0.8327561652059692,10.136011117242992,64.77819692331815,0.1
5,12190.159503319968,77.58578650890873,41.287142751887004,6.5515035489675135,0.8773243772798476,6.246954659654774,84.18774557466115,9.282533868612036
6,12190.356516609834,75.147883083374,73.76324962654996,14.07910099194149,0.4294927957940997,11.772451783404112,36.900881738305316,4.810614461847527
7,33950.5537860887,79.16154576022186,1.8766158433113942,7.049400073703723,0.4847197922126236,11.086061571127455,38.891493324450394,8.793456353285222
8,24209.216749834904,77.08137441345576,77.59140585171714,2.9878362094739694,0.487829541198688,10.675659418633318,5.0,3.719891249458666
9,9366.307368780574,80.39642172255468,18.483788734719028,5.713607258732781,0.5450850551511042,5.161372910908012,84.65363685105747,1.8599640549277083
10,21510.720523031574,67.71811830751545,8.901366906965052,1.0,0.5556584357503727,2.680630208874052,93.50809949549715,5.30754276076548
11,9438.987686250453,82.5391525250746,1.999415618489302,5.758200752109717,0.653960961025539,4.545649578548822,41.17056886631825,3.852638621015341
12,9411.242957156917,73.5807968375392,17.35991241928484,3.500831828997724,0.4039218461881869,7.784963762666882,48.65120734006912,0.966715626025926
13,17903.54725879241,88.60208698100212,39.55962225494044,8.746170826680485,0.749310331460893,9.183146854129422,36.153447157725964,8.909352776362487
14,500.0,66.48649745528346,30.696946444591244,4.3513791762133955,0.4089182505479292,1.0,64.5663387869373,2.633189331318012
15,500.0,85.887710425322,1.2882807374011616,5.64970225261426,0.5017005133679558,6.967547193552999,83.12331363258102,0.1
16,8252.549649108329,73.58328626770118,1.892395601456312,4.09332647578679,0.6271743348940001,7.632356901292738,11.430700652973975,8.484498161871999
17,2846.026555986915,66.78865597108441,12.890648280402193,11.216554055559994,0.8176863649902602,5.889822974737793,65.2359632660563,2.98710595256213
18,18770.967991143287,68.12891332756543,8.749240234501226,5.036271701646265,0.7806550016051726,12.165095356063516,48.083205707021364,2.676528322153127
